,text,created_date,latitude,longitude,retweet,polarity,pol_value,followers,location
273,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 16:08:09,,,4764,Neutral,0.0,413,"Mumbai, India"
274,"Guys if Dr #ManmohanSingh says #NYAY can be achieved and implemented without levying new taxes, then believe me it… https://t.co/mvdlTpYNwt",2019-04-20 16:01:08,,,203,Positive,0.14,201,I am omnipresent. 
275,"RT @WIONews: #Opinion | National security BJP's 'sankalp' as party manifesto vows to repeal Articles 370 &amp; 35A, end left-wing extremism
#Lo…",2019-04-20 15:59:48,,,11593,Neutral,0.0,90,
276,"RT @WIONews: #Opinion | National security BJP's 'sankalp' as party manifesto vows to repeal Articles 370 &amp; 35A, end left-wing extremism
#Lo…",2019-04-20 15:32:00,,,15807,Neutral,0.0,292,"Agra, India"
277,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-20 15:31:55,,,7939,Neutral,0.0,399,
278,"#Opinion | National security BJP's 'sankalp' as party manifesto vows to repeal Articles 370 &amp; 35A, end left-wing ex… https://t.co/Sak26sXnsQ",2019-04-20 15:30:00,,,7771,Neutral,0.0,64521,South Asia
279,RT @netas_r_corrupt: #BattleOf2019 #BJPManifesto #BJP_भगाओ_देश_बचाओ #modi #ModiMeter #BJP #भाजपा #भाजपा_भगाओ_देश_बचाओ #मोदी_भगाओ_देश_बचाओ #…,2019-04-20 15:20:11,,,6637,Neutral,0.0,251,
280,RT @thecaravanindia: #ModiMeter | Modernising the prison system through technology and infrastructure had been a BJP promise in 2014. Did t…,2019-04-20 15:01:46,,,5784,Neutral,0.0,9,
281,RT @thecaravanindia: #ModiMeter | Modernising the prison system through technology and infrastructure had been a BJP promise in 2014. Did t…,2019-04-20 14:55:41,,,805,Neutral,0.0,12,
282,RT @netas_r_corrupt: #BattleOf2019 #BJPManifesto #BJP_भगाओ_देश_बचाओ #modi #ModiMeter #BJP #भाजपा #भाजपा_भगाओ_देश_बचाओ #मोदी_भगाओ_देश_बचाओ #…,2019-04-20 14:51:06,,,1091,Neutral,0.0,36,
283,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-20 14:33:56,,,1419,Neutral,0.0,1375,India
284,RT @m4news2: Support to PM Modi from Houston . Enthusiasm  is very high for the modi government. I am very sure that we are going  to win a…,2019-04-20 14:30:13,,,1073,Highly Positive,0.55,17,
285,#ModiMeter | Modernising the prison system through technology and infrastructure had been a BJP promise in 2014. Di… https://t.co/2f4qV5dCj4,2019-04-20 14:30:00,,,244,Neutral,0.0,196424,New Delhi
286,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-20 14:18:01,,,8914,Neutral,0.0,4331,"Kolkata, India"
287,RT @m4news2: Support to PM Modi from Houston . Enthusiasm  is very high for the modi government. I am very sure that we are going  to win a…,2019-04-20 14:09:51,,,15296,Highly Positive,0.55,696,
288,RT @m4news2: Support to PM Modi from Houston . Enthusiasm  is very high for the modi government. I am very sure that we are going  to win a…,2019-04-20 14:09:33,,,1073,Highly Positive,0.55,2,
289,RT @netas_r_corrupt: #BattleOf2019 #BJPManifesto #BJP_भगाओ_देश_बचाओ #modi #ModiMeter #BJP #भाजपा #भाजपा_भगाओ_देश_बचाओ #मोदी_भगाओ_देश_बचाओ #…,2019-04-20 13:59:54,,,7851,Neutral,0.0,540,Pune
290,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-20 13:46:44,,,866,Neutral,0.0,931,
291,RT @a2zstartup: #BJPManifesto #BJPSankalpPatr2019 #SaturdayMotivation #SaturdayThoughts #VoteForNewIndia #VoteForSolarEnergyInitiatives #Tr…,2019-04-20 13:43:55,,,7,Neutral,0.0,21,
292,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-20 13:41:27,,,11142,Neutral,0.0,1160,Ahmedabad
293,"RT @VinodTawde_Maha: #ModiHainTohMumkinHain 
(1/2) Here is how the Modi government helped India in moving towards #Vikas and how @INCIndia…",2019-04-20 13:38:43,,,64,Neutral,0.0,5,
294,"RT @saandiippnayak: #CongressManifesto is not Manifesto It's a Man's Frustration to win Election by hook or crook.
#IsBaarPhirModi 
#BJPSan…",2019-04-20 13:00:10,,,1273,Highly Positive,0.8,3,
295,#ModiMeter | The BJP promised to strengthen the delivery of poverty-alleviation programmes. Did they accomplish thi… https://t.co/a2iY101a2N,2019-04-20 12:30:00,,,242,Neutral,0.0,196424,New Delhi
296,RT @ShobhaBJP: #BJPManifesto reaffirms the commitment to modernise and strengthen our defence forces and to achieve self-reliance in Defenc…,2019-04-20 12:00:09,,,83,Neutral,0.0,10,
297,"RT @ShobhaBJP: After having rolled out the world's most successful Hospitalisation coverage scheme,
Opening record numbers of AIIMS and the…",2019-04-20 12:00:04,,,40,Highly Positive,0.62,10,
298,RT @m4news2: Support to PM Modi from Houston . Enthusiasm  is very high for the modi government. I am very sure that we are going  to win a…,2019-04-20 11:17:39,,,3353,Highly Positive,0.55,13,
299,#ModiMeter | The BJP in it's 2014 manifesto said that they are committed to eliminate manual scavenging. What happe… https://t.co/TQ3gDElldD,2019-04-20 11:00:00,,,240,Neutral,0.0,196424,New Delhi
300,RT @suryascms2010: Thanks a lot @RailMinIndia @RailwaySeva @CrseNcr @drmljn for your quick response. @narendramodi @MadhusudanChSRG @kishan…,2019-04-20 10:51:14,,,95,Positive,0.27,64,"Hyderabad, India"
301,"RT @ipg95: After #BJP forced public in mess of #Aadhar 

despite fraud news every other day,

Now al fears of experts who warned against #A…",2019-04-20 10:33:15,,,3391,Negative,-0.15,105,"Mumbai, India"
302,"RT @saandiippnayak: #CongressManifesto is not Manifesto It's a Man's Frustration to win Election by hook or crook.
#IsBaarPhirModi 
#BJPSan…",2019-04-20 10:01:30,,,2685,Highly Positive,0.8,98,"Cuttack, India"
303,RT @Advocat27001829: #BJPSankalpPatr2019 #BJPManifesto #GoBackFascistModi #BJPJumlaManifesto #MaleVoteBank #ChowkidarNarendraModi #Tashkent…,2019-04-20 10:01:17,,,2297,Neutral,0.0,13,
304,"RT @ganwani_kamal: Bjp Rally 
.
#BJPSankalpPatr2019 #BJPManifesto #BJP #bjpforindia #BJP4India https://t.co/3C3eJyk0kj",2019-04-20 10:00:15,,,2293,Neutral,0.0,13,
305,#ModiMeter | The Modi government in its 2014 manifesto said that they would enable urban poor to develop skills and… https://t.co/hrKeeeHAPq,2019-04-20 09:32:21,78.8612223, 20.7552323,48798,Negative,-0.2,2735,"Jafarabad, India"
306,#ModiMeter | The Modi government in its 2014 manifesto said that they would enable urban poor to develop skills and… https://t.co/5ePVZa4rcU,2019-04-20 09:30:00,,,240,Negative,-0.2,196424,New Delhi
307,#BattleOf2019 #BJPManifesto #BJP_भगाओ_देश_बचाओ #modi #ModiMeter #BJP #भाजपा #भाजपा_भगाओ_देश_बचाओ… https://t.co/cGG1lHQlcf,2019-04-20 09:14:54,,,3461,Neutral,0.0,456,
308,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 08:49:48,,,1089,Neutral,0.0,479,Pune
309,RT @ShobhaBJP: #BJPManifesto reaffirms the commitment to modernise and strengthen our defence forces and to achieve self-reliance in Defenc…,2019-04-20 08:15:33,,,82,Neutral,0.0,27,
310,"RT @ShobhaBJP: After having rolled out the world's most successful Hospitalisation coverage scheme,
Opening record numbers of AIIMS and the…",2019-04-20 08:15:28,,,39,Highly Positive,0.62,27,
311,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 08:02:57,,,2323,Neutral,0.0,554,
312,"#BJPManifesto 

Modi's gift to poor: Massive state spending on healthcare

#LokSabhaElections2019 

@narendramodi… https://t.co/0YkibHLlQZ",2019-04-20 08:00:06,,,128,Negative,-0.2,17883,"New Delhi, India"
313,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 07:49:27,,,49,Neutral,0.0,289,India
314,"RT @PankajPachauri: Your definitive statistical guide to #BJPManifesto #FactCheck. 

How the promises don’t match the performance- https://…",2019-04-20 07:48:38,,,32850,Neutral,0.0,993,
315,Thanks a lot @RailMinIndia @RailwaySeva @CrseNcr @drmljn for your quick response. @narendramodi @MadhusudanChSRG… https://t.co/YOpptHpoP1,2019-04-20 07:36:15,,,95,Positive,0.27,64,"Hyderabad, India"
316,RT @thecaravanindia: #ModiMeter | The BJP’s 2014 manifesto promised to reform the criminal-justice system to make dispensation of justice b…,2019-04-20 07:33:42,,,879,Neutral,0.0,52,"Ahmadabad City, India"
317,"RT @dhruv_rathee: One promise has remained common in all the BJP Manifestos since the past 23 years -

1996: Ram Mandir
1998: Ram Mandir
20…",2019-04-20 07:29:51,,,28822,Negative,-0.28,712,"Mumbai, India"
318,"RT @VishalS09431180: I did my job.. Exercising my right to vote..
#VoteKar
#Elections2019
#VotingRound1
#BJPSankalpPatr2019
#BJPManifesto
#…",2019-04-20 07:11:53,,,2,Positive,0.29,20,
319,RT @thecaravanindia: #ModiMeter | The Modi government promised skills upgradation for artisans in their 2014 manifesto. Was this carried ou…,2019-04-20 07:10:54,,,238,Neutral,0.0,4,
320,"RT @bjptarunchugh: .@BJP4India President sh. @AmitShah ji at party's election manifesto release: In these 5 years, the BJP has worked towar…",2019-04-20 06:52:45,,,222,Neutral,0.0,2,
321,"RT @wadanatodo: Why The Difference ??
Pause &amp; reflect 
Soch Kar Vote Kar
 #LokSabhaElections2019 #Education #MondayMotivation #BJPJumlaMani…",2019-04-20 06:50:57,,,2614,Neutral,0.0,608,"New Delhi, India"
322,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-20 06:41:44,,,3599,Neutral,0.0,131,"नई दिल्ली, भारत"
323,#ModiMeter | The BJP’s 2014 manifesto promised to reform the criminal-justice system to make dispensation of justic… https://t.co/H1mCiP0KUB,2019-04-20 06:15:00,,,242,Neutral,0.0,196424,New Delhi
324,"RT @nit_set: #BJPManifesto stays quiet on tribal and forest rights and the draconian Indian Forest Act, 2019 bill it just introduced allowi…",2019-04-20 05:46:32,,,2166,Neutral,0.0,179,
325,"@ithakurprashant 
I hope u r well aware about security of future generations!
@panvel Mahatma Gandhi Garden
#BJP… https://t.co/R6k6hk0dhe",2019-04-20 05:45:23,,,1520,Positive,0.12,253,India
326,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 05:43:40,,,25939,Neutral,0.0,995,"No Men Land,Fake Case Industry"
327,"""A laundry list of promises can only ride on the personal credibility of a single person — Prime Minister.""… https://t.co/ZnqN9m3Fjs",2019-04-20 05:30:00,,,270,Negative,-0.02,40528,India
328,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 05:23:31,,,1233,Neutral,0.0,160,Mumbai Maharashtra India
329,#ModiMeter | The Modi government promised skills upgradation for artisans in their 2014 manifesto. Was this carried… https://t.co/1nHN4mRmjJ,2019-04-20 04:45:00,,,243,Neutral,0.0,196424,New Delhi
330,#PMModi was so busy mudslinging that he forgot to add some key developmental issues in #BJP's manifesto!… https://t.co/M9WPXISCvv,2019-04-20 04:36:54,,,11060,Positive,0.05,89,Mumbai 
331,RT @a2zstartup: #BJPManifesto #BJPSankalpPatr2019 #SaturdayMotivation #SaturdayThoughts #VoteForNewIndia #VoteForSolarEnergyInitiatives #Tr…,2019-04-20 04:35:31,,,8882,Neutral,0.0,139,"New Delhi, India"
332,"RT @bjptarunchugh: .@BJP4India President sh. @AmitShah ji at party's election manifesto release: In these 5 years, the BJP has worked towar…",2019-04-20 04:28:25,,,348,Neutral,0.0,3,
333,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 04:23:11,,,7457,Neutral,0.0,460,India
334,"RT @MayankThapar6: Interview to NATION LIVE on loksabha Elections 2019 at Bjp Headquarters..
#NamoAgain2019 
#ModiHiAayega 
#BJPManifesto…",2019-04-20 04:22:06,,,6,Positive,0.14,27,
335,"RT @bjparvind: BJP’s #BJPSankalpPatr2019 is about

- Nation First
- Provide equal opportunity for every section of society
- Innovation in…",2019-04-20 03:59:06,,,47,Positive,0.12,12,
336,"RT @bjparvind: We will set up one Medical College or Post Graduate Medical College in every district, through public or private participati…",2019-04-20 03:58:01,,,14,Neutral,0.0,12,
337,RT @bjparvind: We will encourage academic institutions towards excellence and motivate more such institutions to rank among the top 500 ins…,2019-04-20 03:57:35,,,5,Positive,0.04,12,
338,"RT @bjparvind: In #BjpManifesto 

- Zero tolerance policy to terrorism
- Stop infiltration
- Citizenship bill will be passed
- Will work to…",2019-04-20 03:57:09,,,25,Neutral,0.0,12,
339,#BJPManifesto #BJPSankalpPatr2019 #SaturdayMotivation #SaturdayThoughts #VoteForNewIndia… https://t.co/p5VBoSVx1b,2019-04-20 03:52:13,,,1942,Neutral,0.0,165,India
340,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 03:37:46,,,3951,Neutral,0.0,535,Mumbai
341,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 03:36:57,,,3972,Neutral,0.0,535,Mumbai
342,RT @thecaravanindia: #ModiMeter | The Modi government promised to draft a Uniform Civil Code. What happened to the promise? Follow the link…,2019-04-20 03:28:04,,,3492,Neutral,0.0,2495,India
343,RT @thecaravanindia: #ModiMeter | The BJP promised to invest in setting up and improving old-age homes. Was this carried out? Click on the…,2019-04-20 03:18:48,,,29067,Neutral,0.0,589,"New Delhi, India"
344,RT @thecaravanindia: #ModiMeter | The BJP promised to invest in setting up and improving old-age homes. Was this carried out? Click on the…,2019-04-20 03:15:54,,,8909,Neutral,0.0,3276,Bhubaneswar
345,#ModiMeter | The BJP promised to invest in setting up and improving old-age homes. Was this carried out? Click on t… https://t.co/6d7eiJPbas,2019-04-20 03:15:00,,,245,Neutral,0.0,196424,New Delhi
346,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 03:04:50,,,684,Neutral,0.0,141,
347,The #BJPManifesto and #HateCampaign at work right within the premises of India's most high-profile high-security pr… https://t.co/leBhWwXpb2,2019-04-20 02:27:29,,,53087,Positive,0.39,563,India 
348,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 02:21:00,,,564,Neutral,0.0,262,
349,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 02:00:13,,,226,Neutral,0.0,170,"Mumbai, India"
350,RT @thecaravanindia: #ModiMeter | The Modi government promised to draft a Uniform Civil Code. What happened to the promise? Follow the link…,2019-04-20 01:54:24,,,47101,Neutral,0.0,212,"Ujjain, Allahabad, India"
351,#ModiMeter | The Modi government promised to draft a Uniform Civil Code. What happened to the promise? Follow the l… https://t.co/ZzO76pbwDq,2019-04-20 01:45:00,,,246,Neutral,0.0,196424,New Delhi
352,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 01:29:49,,,7885,Neutral,0.0,182,"Mulund West, Mumbai"
353,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-20 01:12:28,,,8303,Neutral,0.0,175,"New Delhi, India"
354,"RT @dhruv_rathee: One promise has remained common in all the BJP Manifestos since the past 23 years -

1996: Ram Mandir
1998: Ram Mandir
20…",2019-04-19 21:08:28,,,10539,Negative,-0.28,992,India 
355,RT @OppressedHindu: @shashibhaya1 @Sonabhadauria1 @JayGopalMishra2 @Ajeet_Tyagi_Ji @bhawanablog @bmcowl9 @Nirmal111 @pmmh2015 @neerajtyagim…,2019-04-19 20:50:25,,,174702,Neutral,0.0,3593,
356,"RT @RoselyMichael: #BJPSankalpPatr2019
The vision of a rising India foreseen by our forefathers is turning to reality under @narendramodi g…",2019-04-19 18:23:40,,,43345,Neutral,0.0,1321,INDIA
357,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 18:19:38,,,1442,Neutral,0.0,23,
358,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-19 18:00:51,,,2082,Neutral,0.0,291,Mumbai
359,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 17:57:38,,,2136,Neutral,0.0,291,Mumbai
360,"RT @NadeemNaqviNNg: One Vision and direction: #Modi on #BJPManifesto.
Do you want any other proof for his mood!
#LokSabhaElections2019",2019-04-19 17:47:14,,,71,Negative,-0.16,30,AMROHA 
361,"RT @bjptarunchugh: .@BJP4India President sh. @AmitShah ji at party's election manifesto release: In these 5 years, the BJP has worked towar…",2019-04-19 17:33:10,,,198,Neutral,0.0,28,"Faizabad, India"
362,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-19 17:20:00,,,1112,Neutral,0.0,1771,
363,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 17:16:13,,,993,Neutral,0.0,54,"घाटकोपर पूर्व, मुंबई"
364,"https://t.co/YeJ4iDcFvn
Please like n share a song for Modi PM once more
#BharatMangeModiDobara
#BJP #BJP4India… https://t.co/5Tk8HL5eCW",2019-04-19 17:14:26,,,69,Highly Positive,0.5,1698,Mumbai
365,"RT @rayonkiran29: We must raise voice against #BiasedMedia
If they talk @ 2002 Gujarat Riots- Secular
If @myogiadityanath talk @ Muzzafarpu…",2019-04-19 16:46:35,,,43489,Neutral,0.0,5462,New Delhi
366,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-19 16:07:09,,,2192,Neutral,0.0,761,
367,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-19 15:58:34,,,3807,Neutral,0.0,296,India
368,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-19 15:54:37,,,960,Neutral,0.0,213,"Mumbai, India"
369,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 15:41:12,,,3798,Neutral,0.0,181,Navi Mumbai
370,RT @m4news2: Support to PM Modi from Houston . Enthusiasm  is very high for the modi government. I am very sure that we are going  to win a…,2019-04-19 15:34:01,,,2075,Highly Positive,0.55,14,
371,"RT @SettleKashmir: Bakshi Dour Firsay😍
My Vote For @sheikhkhalid ,much love 
#RiseAndShine 😍
#VoteForIndia #BJPManifesto https://t.co/0Keio…",2019-04-19 15:33:59,,,1004,Highly Positive,0.5,14,
372,"RT @Npuligundla: Why is #BJP worried when @ncbn demanding to count 50% of the VVPAT slips? @narendramodi @AmitShah 

#BJPJumlaManifesto #20…",2019-04-19 15:33:57,,,1043,Neutral,0.0,14,
373,"RT @WEB_SPYDER555: Goan priest giving sermon in a church in Konkani. Deadly concoction of communal hatred and lies. He said  ‘today, some a…",2019-04-19 15:33:53,,,1009,Negative,-0.21,14,
374,"RT @a2zstartup: #BJPManifesto After instilling a sense of responsibility in the millions of minds, after transforming Mera Kya/Mujhe Kya at…",2019-04-19 15:33:49,,,1005,Neutral,0.0,14,
375,"RT @AlokeshSad: Objectives of #BJPManifesto :

1. Crackdown on Benami properties &amp; illegal foreign bank accounts
2. Eliminate practices lik…",2019-04-19 15:33:47,,,1005,Negative,-0.31,14,
376,"RT @Namo20198: India needs more doctors to cater to its population. To provide adquate and quality healthcare services, the @BJP4India will…",2019-04-19 15:33:44,,,1005,Highly Positive,0.5,14,
377,RT @iampritampyaare: Shame on these liberals now what so called #CongressManifesto supporters have to say to  this .  #BJPManifesto @BJP4In…,2019-04-19 15:33:30,,,1028,Neutral,0.0,14,
378,"RT @Jahir_Barlaskar: We, Madarpur Voters under Katigorah,Cachar (PS No. 74)  had withdrawn our decision of Vote Boycott as assured by our H…",2019-04-19 15:33:27,,,1004,Neutral,0.0,14,
379,"Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,… https://t.co/sXYdEdxSjB",2019-04-19 15:26:50,,,12899,Neutral,0.0,963,
380,"""A laundry list of promises can only ride on the personal credibility of a single person - Prime Minister.""… https://t.co/TnXC2nakS7",2019-04-19 15:15:17,,,348,Negative,-0.02,1238,"Nariman Point, Mumbai, India"
381,"RT @OppressedHindu: @Aban__Ind @chowkidar_raha @NavroopSingh_ This will be BJP result - 💯-120 seats, plz study :: #BJPSankalpPatr2019 
#BJP…",2019-04-19 15:08:22,,,174698,Neutral,0.0,3593,
382,"@Aban__Ind @chowkidar_raha @NavroopSingh_ This will be BJP result - 💯-120 seats, plz study :: #BJPSankalpPatr2019… https://t.co/Uo526NEgr5",2019-04-19 15:08:14,,,174698,Neutral,0.0,3593,
383,"RT @Rahul_P_Raj: First time ever in the history of #India, a govt is going to face election without projecting a single achievement during…",2019-04-19 14:53:05,,,20,Positive,0.09,21,
384,"RT @timesofindia: In a first, BJP promises to repeal Article 35A

READ: https://t.co/CmsmiPBGpG

#LokSabhaElections2019 #ElectionsWithTimes…",2019-04-19 14:52:55,,,13,Positive,0.25,21,
385,"RT @timesofindia: No mention of Saarc, BJP vows to work with other regional platforms 

READ: https://t.co/2OATOzLOmx

#LokSabhaElections20…",2019-04-19 14:52:52,,,9,Negative,-0.12,21,
386,RT @kavita_krishnan: Comrade @Dipankar_cpiml on the #BJPManifesto #BJPSankalpPatr2019 #BJPJumlaManifesto https://t.co/7Ui1vNB6J8,2019-04-19 14:52:44,,,21,Neutral,0.0,21,
387,RT @iampratham15: @narendramodi Your #BJPManifesto spoke for everyone but you did not say anything in terms of giving employment to the you…,2019-04-19 14:52:41,,,11,Neutral,0.0,21,
388,"RT @sureshpprabhu: #IndianForeignPolicy
#BharatGaurav to increase interaction among the Indian diaspora
-Pursue multilateral cooperation ag…",2019-04-19 14:52:37,,,67,Positive,0.1,21,
389,RT @DiptoMukherjee1: #BJPSankalpPatr2019 #BJPManifesto . India highest recipient of remittances at $79b in 18-world bank. NRIs know that un…,2019-04-19 14:52:32,,,11,Neutral,0.0,21,
390,"RT @Milo18103368: This is how Congress supports anti - nationals! This is an eye opener for all the voters.
#BJPSankalpPatr2019 #RahulGandh…",2019-04-19 14:52:15,,,17,Neutral,0.0,21,
391,"RT @satyakumar_y: #BJPSankalpPatr2019 

#RamMandir,#Sabarimala, Promoting #Yoga, #Sanskrit find a special mention in the ""Manifesto for the…",2019-04-19 14:52:07,,,41,Positive,0.36,21,
392,"RT @Ruchi_Mahi: Modi Govt fulfilled 520 promises out of 549 made in 2014. 😁

Can Rahul Gandhi come up with its strike rate of promises made…",2019-04-19 14:51:48,,,14,Neutral,0.0,21,
393,RT @FactCheckIndia: The BJP released its manifesto 3 days before polling begins for the 17th Lok Sabha. We fact-checked 12 claims in #BJPMa…,2019-04-19 14:51:24,,,15,Neutral,0.0,21,
394,RT @surnell: What bugged @INCIndia and Guttersnipe name calling  #Pappu @RahulGandhi? #BJPSankalpPatr2019 #BJPManifesto royally ignored the…,2019-04-19 14:51:22,,,10,Neutral,0.0,21,
395,"RT @Bhasker123: Read before you Vote

#LokSabhaElections2019 #BJPManifesto #CongressManifesto #TuesdayThoughts #BJPSankalpPatr2019 https://…",2019-04-19 14:51:04,,,9,Neutral,0.0,21,
396,"RT @biswajitbimoli: Whom u r supporting tonight??

#CSKvKKR #GameBanayegaName #BJPSankalpPatr2019 #BJPManifesto #IsBaarNaMoPhirSe #PMImran",2019-04-19 14:51:02,,,7,Positive,0.25,21,
397,"RT @rohitinimaje: #IsBaarNaMoPhirSe #ModiHaiToMumkinHai #ModiOnceMore #NamoAgain #BJPSankalpPatr2019 #BJPManifesto 

Let's vote for Vision…",2019-04-19 14:50:30,,,6,Neutral,0.0,21,
398,"RT @ShaktiShekhar: I write. What issues have made it for the very first time in #BJPSankalpPatr2019.
#BJPManifesto 
https://t.co/X1jycRT3ch",2019-04-19 14:50:11,,,8,Positive,0.33,21,
399,"RT @nachadha: Congress or Progress

ROFL Gandhi or Honest Modi

Right is always on the right side

Choice is yours

Vote Wisely 

#IsBaarNa…",2019-04-19 14:50:09,,,6,Highly Positive,0.53,21,
400,Rt Dipanker The #BJPManifesto and #HateCampaign at work right within the premises of India's most high-profile high… https://t.co/jWNkt8EuI8,2019-04-19 14:49:52,,,365,Positive,0.39,223,
401,RT @RituG15: #Metoo #Metooindia #SudanUprising #BJPManifesto #HuaweiP30 #HyundaiVenue #NCAAChampionship #Brexit #48YearsOfNSUI #Israel #BJP…,2019-04-19 14:49:18,,,8,Neutral,0.0,21,
402,"RT @TheSunshine07: @AmitShah Why #gwalior behind in development no iit iim metro citybus no IT company

#TuesdayMotivation #TuesdayThoughts…",2019-04-19 14:49:16,,,7,Negative,-0.4,21,
403,"RT @ankush_prashar: Whose manifesto is better for citizens and country?

#CongressManifesto #BattleOf2019 #GoBackModi #IsBaarNaMoPhirSe #भा…",2019-04-19 14:49:10,,,12,Highly Positive,0.5,21,
404,"RT @AMIT_CHOWKIDAR: @abpnewstv Sale of 'Burnol' and 'iodex' will break all previous records  👌

@INCIndia @abpnewstv @indiatvnews @aajtak @…",2019-04-19 14:49:09,,,8,Negative,-0.17,21,
405,"RT @BishtTweets: Moral of the story-
""Never try to bribe a true Indian.""

We will die starving but won't trade our Nation's integrity and s…",2019-04-19 14:49:03,,,7,Positive,0.17,21,
406,RT @knowthenation: The #BJPManifesto promises to uphold the existing milestone of constructing roads at an unprecedented pace and construct…,2019-04-19 14:48:42,,,16,Highly Positive,0.6,21,
407,"RT @knowthenation: From 65 functional airports in 2014 to 101 functional airports today, Indian aviation sector has come a long way under M…",2019-04-19 14:48:31,,,15,Negative,-0.05,21,
408,"RT @Midhunpm477: 👉1995: Congress removed TADA

👉2004: Congress removed POTA

👉2019: Congress promises removal of Anti Sedition Law, Dilutio…",2019-04-19 14:48:29,,,10,Neutral,0.0,21,
