,text,created_date,latitude,longitude,retweet,polarity,pol_value,followers,location
409,"RT @satyakumar_y: #BJPSankalpPatr2019 

With rapid development, comes the need to sustain our #Urban resources for the long haul. A clean/g…",2019-04-19 14:48:26,,,35,Negative,-0.03,21,
410,"RT @RituG15: #Metooindia #BJPSankalpPatr2019 #MyFirstVoteForModi #BJPManifesto #CSKvsKKR 
Marital rape is wrong concept for India says Form…",2019-04-19 14:48:09,,,17,Highly Negative,-0.5,21,
411,RT @RaghuGo17393984: @RahulGandhi You are doing ANYAY not Nyay. Look at how @OfficeOfKNath looted money means for 45 lakh kids nutrition fo…,2019-04-19 14:47:59,,,10,Neutral,0.0,21,
412,RT @a2zstartup: #BJPSankalpPatr2019 #BJPManifesto #BJPManifesto2019 #Academics4NaMo A #SankalpPatra to make development a people's movement…,2019-04-19 14:47:50,,,11,Neutral,0.0,21,
413,RT @knowthenation: The #BJPManifesto envisages to make India the third largest economy of the world by 2030 and a US $ 10 trillion economy…,2019-04-19 14:47:49,,,9,Neutral,0.0,21,
414,"RT @twittydoodle: Sankalp patra 2019 is a open boom for India to be among the top competitors of globe soon.
The Blue Ocean Strategy of BJP…",2019-04-19 14:47:43,,,7,Positive,0.17,21,
415,"RT @knowthenation: The #BJPManifesto has promised to create a seed startup fund of Rs 20,000 crore to back early-stage companies so as to p…",2019-04-19 14:47:41,,,6,Neutral,0.0,21,
416,"RT @knowthenation: The #BJPManifesto is committed to annulling Article 35A, which allows the state's legislature to define permanent reside…",2019-04-19 14:47:38,,,9,Neutral,0.0,21,
417,"RT @MODIfiedTamilan: #BigBreaking

#Rajinkanth appreciated d welcoming move of #Modi Govt for creating a new dept to Interlinks all rivers…",2019-04-19 14:47:27,,,108,Positive,0.17,21,
418,RT @knowthenation: The #BJPManifesto pans out an elaborate road map to achieve the target of doubling farmers’ income by 2022. #BJPSankalpP…,2019-04-19 14:47:00,,,8,Highly Positive,0.5,21,
419,RT @knowthenation: The #BJPManifesto aims to accelerate the pace of reforms in the medical education sector so as to double the number of M…,2019-04-19 14:46:58,,,8,Neutral,0.0,21,
420,"RT @Mksingh30747610: He promised and he delivered! 

#BJPManifesto #BJPSankalpPatr2019 https://t.co/bwVyuX8jPt",2019-04-19 14:46:25,,,6,Neutral,0.0,21,
421,"RT @praveshgaur5: He promised and he delivered! 

#BJPManifesto #BJPSankalpPatr2019

via MyNt https://t.co/39roJGhR3A",2019-04-19 14:45:41,,,6,Neutral,0.0,21,
422,"RT @VishalS09431180: I did my job.. Exercising my right to vote..
#VoteKar
#Elections2019
#VotingRound1
#BJPSankalpPatr2019
#BJPManifesto
#…",2019-04-19 14:45:31,,,7,Positive,0.29,21,
423,"RT @IamTarunJoshii: @narendramodi Number of times these words appear in #BJPManifesto :

Development : 93
Security : 44
Education : 41
Farm…",2019-04-19 14:44:46,,,9,Neutral,0.0,21,
424,"RT @NaMoShaDov: @RebatiTripura @narendramodi #Indians, vote wisely.

#AbkiBaarKiskiSarkar 
#BJPSankalpPatr2019 
#BJPManifesto 
#2019LokSabh…",2019-04-19 14:44:38,,,167,Highly Positive,0.7,2,
425,"RT @amarish_gabani: He promised and he delivered! 

#BJPManifesto #BJPSankalpPatr2019

via MyNt https://t.co/FLctFTmp6j",2019-04-19 14:44:10,,,8,Neutral,0.0,21,
426,"RT @ec7104de70df411: Great vibrancy on streets of Bhubaneswar!

#ModiLaoDeshBanao 
#BJPManifesto 
#BJPSankalpPatr2019 https://t.co/1ctO0rwT…",2019-04-19 14:43:14,,,9,Highly Positive,1.0,21,
427,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-19 14:37:44,,,12878,Neutral,0.0,963,
428,RT @Advocat27001829: #BJPSankalpPatr2019 #BJPManifesto #GoBackFascistModi #BJPJumlaManifesto #MaleVoteBank #ChowkidarNarendraModi #Tashkent…,2019-04-19 14:32:38,,,22,Neutral,0.0,21,
429,"#ModiMeter | The BJP promised they would provide financial support, additional tax benefits and higher interest rat… https://t.co/owmnn3OXi8",2019-04-19 14:30:00,,,240,Positive,0.12,196424,New Delhi
430,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 13:50:04,,,16077,Neutral,0.0,1663,Hyderabad
431,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 13:48:05,,,351,Neutral,0.0,113,Delhi
432,"RT @bjptarunchugh: .@BJP4India President sh. @AmitShah ji at party's election manifesto release: In these 5 years, the BJP has worked towar…",2019-04-19 13:08:05,,,290,Neutral,0.0,0,
433,#ModiMeter | The Modi government promised to provide efficient public transport systems in 2014. Was this promise i… https://t.co/hFxNmg4YJl,2019-04-19 12:30:00,,,240,Neutral,0.0,196424,New Delhi
434,RT @thecaravanindia: #ModiMeter | The BJP promised effective implementation of the Right to Education Act in their 2014 manifesto. Five yea…,2019-04-19 11:55:26,,,487,Positive,0.44,157,"London, England"
435,RT @thecaravanindia: #ModiMeter | The BJP promised effective implementation of the Right to Education Act in their 2014 manifesto. Five yea…,2019-04-19 11:49:17,,,13313,Positive,0.44,160,
436,RT @thecaravanindia: #ModiMeter | The BJP promised effective implementation of the Right to Education Act in their 2014 manifesto. Five yea…,2019-04-19 11:40:52,,,1430,Positive,0.44,2748,"Bombay, INDIA"
437,RT @thecaravanindia: #ModiMeter | The BJP promised effective implementation of the Right to Education Act in their 2014 manifesto. Five yea…,2019-04-19 11:35:46,,,609,Positive,0.44,4226,"Goa, India"
438,RT @thecaravanindia: #ModiMeter | The BJP promised effective implementation of the Right to Education Act in their 2014 manifesto. Five yea…,2019-04-19 11:34:27,,,1282,Positive,0.44,8824,USDR
439,RT @thecaravanindia: #ModiMeter | The BJP promised effective implementation of the Right to Education Act in their 2014 manifesto. Five yea…,2019-04-19 11:31:51,,,12940,Positive,0.44,65,"नई दिल्ली, भारत"
440,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 11:30:09,,,389,Neutral,0.0,222,
441,#ModiMeter | The BJP promised effective implementation of the Right to Education Act in their 2014 manifesto. Five… https://t.co/Z2O5Tlu5xv,2019-04-19 11:30:00,,,245,Positive,0.44,196424,New Delhi
442,Bhopal represents an epic self goal by BJP think tank ... Guilty or not - perception matters !##bjp #Election2019… https://t.co/9rJeKzKC3O,2019-04-19 11:24:49,,,627,Negative,-0.26,320,"Gurgaon, India"
443,"Hopefully someday, the people who desire to minister and govern India, will show and practice Love for all Human be… https://t.co/bbQgiKMlnO",2019-04-19 11:04:33,,,104,Positive,0.25,53,
444,If Hemant Karkare Ji dies bcoz of the so called 'shrap' of #SadhviPragya then she should b hanged for 26/11 attacks… https://t.co/2vIy7iiKLC,2019-04-19 10:56:27,,,1243,Neutral,0.0,251,India
445,"COAL is a POISON. VOTE for an Anti-Fossil PM. India needs one. 

Electric PM is the NEED of the Hour.  😎😎

Let's Go… https://t.co/NTWiRnI4g2",2019-04-19 10:52:08,,,8660,Neutral,0.0,205,"New Delhi, India"
446,Giving a ticket to Sadhvi Pragya Thakur perfectly sums up the  BJP manifesto. Voters do not need to read or know an… https://t.co/dajMaKLQGy,2019-04-19 10:51:22,,,1827,Highly Positive,1.0,43,"Bengaluru, India"
447,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-19 10:47:20,,,57991,Neutral,0.0,700,"New Delhi, India"
448,"#HemantKarkare #BharatMangeModiDobara  #BJPManifesto 
 Hemant Karkare died defending the country from a terror atta… https://t.co/DRvWeZ698r",2019-04-19 10:38:36,,,13,Neutral,0.0,5,indore India
449,RT @thecaravanindia: #ModiMeter | The BJP promised to provide medical insurance and quality healthcare services in their 2014 manifesto. Fi…,2019-04-19 10:34:41,,,117115,Neutral,0.0,704,"उत्तर प्रदेश, भारत"
450,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-19 10:09:46,,,4743,Neutral,0.0,413,"Mumbai, India"
451,#ModiMeter | The BJP promised to provide medical insurance and quality healthcare services in their 2014 manifesto.… https://t.co/Bt8g1mA0EH,2019-04-19 10:00:00,,,242,Neutral,0.0,196424,New Delhi
452,"RT @varunpuri1984: India needs more doctors to cater to its population. To provide adquate and quality healthcare services, the BJP will se…",2019-04-19 09:45:56,,,62498,Highly Positive,0.5,327,"Amritsar, India"
453,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 09:14:43,,,11231,Neutral,0.0,360,
454,"RT @SataymevJ: Change your #BjpManifesto and include #MensCommission, #familyCommission ,#childCommission
and #scrap498a_Dv_125,
#scrapWCDM…",2019-04-19 08:25:05,,,9658,Neutral,0.0,571,"Mumbai, India"
455,"For your information: It's not BJP's problem if you're stereotyping it as the far right-extremist wing. 
Truth will… https://t.co/DmjgXrFpFB",2019-04-19 08:22:25,,,7,Positive,0.1,10,"Manipal, India"
456,"RT @SumitkadeI: Cong manifesto is a joke compared to BJP’s one. BJP manifesto is pro-India , Congress manifesto is Anti-India. #BJPManifesto",2019-04-19 08:20:28,,,305,Neutral,0.0,6,
457,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 08:14:48,,,5208,Neutral,0.0,540,
458,"RT @PankajPachauri: Your definitive statistical guide to #BJPManifesto #FactCheck. 

How the promises don’t match the performance- https://…",2019-04-19 07:51:14,,,561,Neutral,0.0,51,
459,"RT @thecaravanindia: #ModiMeter | The BJP promised they would provide financial support, additional tax benefits and higher interest rates…",2019-04-19 07:43:32,,,806,Positive,0.12,12,
460,"The 5 year's of BJP  Governance. Report card. Poonam Mahajan - 
#askpoonam #Mumbai #BjpManifesto #BJP
#BJP4India… https://t.co/dmc8tV07k8",2019-04-19 07:30:10,,,4316,Neutral,0.0,4405,Earth For Now...
461,True face of bjp? #BjpManifesto https://t.co/PXLlasp8SG,2019-04-19 07:29:50,,,393,Positive,0.35,181,"ÜT: 12.9791283,77.6548254"
462,"RT @ritikesh_sharma: Some need 15 lakhs, some need pension, some need reservation and some need employment.

And there are some insane like…",2019-04-19 07:26:33,,,93,Highly Negative,-1.0,9,India
463,RT @thecaravanindia: #ModiMeter | The Modi government promised to draft a Uniform Civil Code. What happened to the promise? Follow the link…,2019-04-19 07:24:22,,,880,Neutral,0.0,52,"Ahmadabad City, India"
464,"#BJP giving tickets to #terrorists.
Still #Chowkidars support #modi.
Is this the future of #India ? 
#sad… https://t.co/RbZBqqnFU8",2019-04-19 07:13:52,,,98,Neutral,0.0,2,
465,"RT @dhruv_rathee: One promise has remained common in all the BJP Manifestos since the past 23 years -

1996: Ram Mandir
1998: Ram Mandir
20…",2019-04-19 07:10:18,,,11744,Negative,-0.28,12,
466,"RT @ganwani_kamal: Bjp Rally 
.
#BJPSankalpPatr2019 #BJPManifesto #BJP #bjpforindia #BJP4India https://t.co/3C3eJyk0kj",2019-04-19 06:33:23,,,13,Neutral,0.0,20,
467,RT @thecaravanindia: #ModiMeter | The Modi government promised to draft a Uniform Civil Code. What happened to the promise? Follow the link…,2019-04-19 06:21:23,,,5549,Neutral,0.0,163,"Udaipur, India"
468,RT @thecaravanindia: #ModiMeter | The Modi government promised to draft a Uniform Civil Code. What happened to the promise? Follow the link…,2019-04-19 06:16:01,,,106672,Neutral,0.0,722,Mumbai
469,#ModiMeter | The Modi government promised to draft a Uniform Civil Code. What happened to the promise? Follow the l… https://t.co/H2ZXHSehLP,2019-04-19 06:15:00,,,243,Neutral,0.0,196424,New Delhi
470,"RT @myogiadityanath: #BJPManifesto reflects PM Sri @narendramodi‘s vision of making of नया भारत, संकल्पित भारत, सशक्त भारत by catapulting I…",2019-04-19 06:02:43,,,593,Neutral,0.0,55,
471,"RT @myogiadityanath: In right earnest, #BJPManifesto promises to scrap Article 370 that gives special status to Jammu &amp; Kashmir, and annul…",2019-04-19 06:02:39,,,889,Positive,0.32,55,
472,"RT @AamAadmiParty: BJP's 'Sankalp' to ENCOURAGE Crime Against Women.

.@BJP4India However hard you might try, your actual intentions will c…",2019-04-19 06:01:32,,,505,Negative,-0.15,113,India
473,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 05:33:37,,,9814,Neutral,0.0,275,
474,"RT @thecaravanindia: #ModiMeter | The BJP promised they would provide financial support, additional tax benefits and higher interest rates…",2019-04-19 05:26:37,,,360,Positive,0.12,383,
475,"RT @thecaravanindia: #ModiMeter | The BJP promised they would provide financial support, additional tax benefits and higher interest rates…",2019-04-19 05:21:13,,,882,Positive,0.12,52,"Ahmadabad City, India"
476,"RT @satyakumar_y: #BJPSankalpPatr2019 

Like Shri @arunjaitley ji mentioned during the #BJPManifesto address that #Modi govt has set a prec…",2019-04-19 05:20:17,,,46,Neutral,0.0,5,
477,"RT @vinodtiwariappu: 'Fake Promises'v/s'Implementation'

#BjpManifesto2019 

#BJPManifesto 
#BJP2019Manifesto
#BJPSankalpPatr2019
#PhirEkBa…",2019-04-19 05:14:28,,,33,Highly Negative,-0.5,13,
478,RT @rao_nava: Mudra Yojna alone provided 2 cr self-employment opportunities officially. 85% work sector is not regulated &amp; does not pay tax…,2019-04-19 04:54:14,,,12545,Neutral,0.0,651,"Hyderabad, India"
479,"RT @rao_nava: #CongressManifesto is like Showing a Color Candy to the kid with the Intention to Abduct him..

#BJPManifesto is Like Showing…",2019-04-19 04:54:05,,,12576,Neutral,0.0,651,"Hyderabad, India"
480,"RT @thecaravanindia: #ModiMeter | The BJP promised they would provide financial support, additional tax benefits and higher interest rates…",2019-04-19 04:47:54,,,7557,Positive,0.12,338,India
481,"#ModiMeter | The BJP promised they would provide financial support, additional tax benefits and higher interest rat… https://t.co/tJAyr3VCGh",2019-04-19 04:45:00,,,245,Positive,0.12,196424,New Delhi
482,RT @thecaravanindia: #ModiMeter | The Modi government promised in their 2014 manifesto that they would devise schemes to engage senior citi…,2019-04-19 04:43:15,,,2014,Neutral,0.0,46,
483,"RT @virendra704: He promised and he delivered! 

#BJPManifesto #BJPSankalpPatr2019

via MyNt https://t.co/zOLIaU3ppD",2019-04-19 04:41:32,,,4,Neutral,0.0,26,vis
484,"RT @rju64: Found this Somewhere on Road. 

#RafaleDeal #BJPManifesto https://t.co/8x5PwDMhQQ",2019-04-19 04:41:28,,,3,Neutral,0.0,26,vis
485,RT @jackartoons: The manifesto battle! #BJPManifesto #CongressManifesto #Jackartoons https://t.co/wgwxefnnvq,2019-04-19 04:41:24,,,1,Neutral,0.0,26,vis
486,"RT @shenaz_irani: If voted to power we will replace your Aaadhar card pics with Facebook pics .

#BJPmanifesto https://t.co/aPjDLLnRpH",2019-04-19 04:41:21,,,3,Neutral,0.0,26,vis
487,"RT @AjayGan18092269: #NaMoForNewIndia
#BJPManifesto 
#BJP2019Manifesto 
True face of Congress https://t.co/4EBW1Mocqe",2019-04-19 04:41:17,,,1,Positive,0.35,26,vis
488,RT @htTweets: #ElectionsWithHT | Voting for the #LokSabhaElections2019 has begun. Take a look at what @BJP4India has promised in its manife…,2019-04-19 04:41:14,,,18,Neutral,0.0,26,vis
489,"RT @ankit__990: @BJP4India Great work sir! 
But one ques ; Why do u take such decision when election is cmng?? #BJPManifesto #ElectionAlert",2019-04-19 04:41:10,,,2,Highly Positive,0.5,26,vis
490,"RT @thecaravanindia: #ModiMeter |The preservation and promotion of Urdu was promised by the BJP in 2014. Was this achieved?
https://t.co/Ae…",2019-04-19 04:41:07,,,4,Neutral,0.0,26,vis
491,RT @HemantP57063386: @gaurav37228023 @BJP4India @PMOIndia Leaders like @Manekagandhibjp @rsprasad should be removed from @BJP4India @RSSorg…,2019-04-19 04:41:04,,,5,Neutral,0.0,26,vis
492,"RT @Imdhamu7: ▶️https://t.co/4GzFw4ccCg

Election deposit? What it is?
#LokSabhaElections2019
#LokSabhaElection2019 #LokSabhaEelctions2019…",2019-04-19 04:41:00,,,3,Neutral,0.0,26,vis
493,"RT @SiddharthKSaj: 18 such weapon would be made under ""Fake in India"" within 5 years as per the #BJPManifesto 
#AbHogaNYAY 
#CongressHaiNa…",2019-04-19 04:40:57,,,1,Negative,-0.25,26,vis
494,"RT @htTweets: INTERVIEW | ‘BJP manifesto addressed fears, apprehensions on citizenship bill’: @sarbanandsonwal 

(as told to @datelinedelhi…",2019-04-19 04:40:49,,,1,Neutral,0.0,26,vis
495,"RT @ravipolara: @narendramodi #BJPManifesto 2014:

1. RAM MANDIR
2. 33% RESERVATION TO WOMEN
3. Remove 370
4. 2 CRORE JOBS

#BJPManifesto 2…",2019-04-19 04:40:43,,,3,Neutral,0.0,26,vis
496,"RT @Bhasker123: Read before you Vote

#LokSabhaElections2019 #BJPManifesto #CongressManifesto #TuesdayThoughts #BJPSankalpPatr2019 https://…",2019-04-19 04:39:04,,,4,Neutral,0.0,26,vis
497,"RT @shivabrahmtrip1: He promised and he delivered! 

#BJPManifesto #BJPSankalpPatr2019 https://t.co/17BrjtxwCh",2019-04-19 04:37:01,,,1,Neutral,0.0,26,vis
498,"RT @irsathirm: Every election the BJP government says manifesto but not implement
#BJPManifesto https://t.co/G7VGXBKfiP",2019-04-19 04:36:41,,,1,Neutral,0.0,26,vis
499,"RT @ankittdadhich: I voted for better India. I voted for improving sports, health and infra facilities in the country. Don’t blame the syst…",2019-04-19 04:36:38,,,1,Highly Positive,0.5,26,vis
500,"RT @prabukailasam: Crude, worst, filthy speech at a campaign by this #DMK man. He speaks so bad. Kevalamana, kandikathaka pechu about PM an…",2019-04-19 04:36:34,,,3,Highly Negative,-0.8,26,vis
501,RT @CPR_India: 'Setting up of a university dealing with both #ForeignPolicy &amp; #NationalSecurity will integrate thinking on both subjects ac…,2019-04-19 04:36:30,,,4,Neutral,0.0,26,vis
502,RT @iampritampyaare: Shame on these liberals now what so called #CongressManifesto supporters have to say to  this .  #BJPManifesto @BJP4In…,2019-04-19 04:36:17,,,12386,Neutral,0.0,1629,
503,"RT @BKU_KisanUnion: Press Conference of BKU at Chandigarh today to compare the Manifesto of @INCIndia and @BJP4India

#BJPManifesto #Congre…",2019-04-19 04:35:51,,,1,Neutral,0.0,26,vis
504,RT @iiirdi: @hvgoenka nothing personal but when shot realised the #DemocracyDiesInDarkness #CongressManifesto #LokSabhaElections2019 #BJPMa…,2019-04-19 04:35:48,,,3,Neutral,0.0,26,vis
505,"RT @BodkheShilpa: #BJPManifesto 2014:

1. RAM MANDIR
2. 33% RESERVATION TO WOMEN
3. Remove 370
4. 2 CRORE JOBS

#BJPManifesto 2019 :

1. RA…",2019-04-19 04:35:39,,,19,Neutral,0.0,26,vis
506,"RT @IIBhumikaII: yes because what better way than this to slide the shortcomings of their manifesto under the carpet 

#Election2019 #BJPMa…",2019-04-19 04:35:35,,,1,Highly Positive,0.5,26,vis
507,"RT @PankajPachauri: Your definitive statistical guide to #BJPManifesto #FactCheck. 

How the promises don’t match the performance- https://…",2019-04-19 04:35:31,,,10,Neutral,0.0,26,vis
508,"RT @amarish_gabani: He promised and he delivered! 

#BJPManifesto #BJPSankalpPatr2019

via MyNt https://t.co/FLctFTmp6j",2019-04-19 04:35:27,,,3,Neutral,0.0,26,vis
509,"RT @SrujanaDeva: Why is @BJP4India's manifesto name so confusing?

Who is Sankalp Patra? Is he Sambit Patra's brother? 😂

#BJPManifesto htt…",2019-04-19 04:35:23,,,7,Negative,-0.3,26,vis
510,"RT @KsDarshan1: BJP in earlier days be like, 'No one is bigger than the party' 😛 #BJPManifesto https://t.co/5JoC2KxQwD",2019-04-19 04:35:19,,,1,Neutral,0.0,26,vis
511,"RT @IamTarunJoshii: @narendramodi Number of times these words appear in #BJPManifesto :

Development : 93
Security : 44
Education : 41
Farm…",2019-04-19 04:35:11,,,4,Neutral,0.0,26,vis
512,RT @thecaravanindia: #ModiMeter | The BJP promised to provide medical insurance and quality healthcare services in their 2014 manifesto. Fi…,2019-04-19 04:35:06,,,6,Neutral,0.0,26,vis
513,RT @thecaravanindia: #ModiMeter | The BJP promised that they would build public-integrated transport systems to discourage use of private v…,2019-04-19 04:35:02,,,2,Neutral,0.0,26,vis
514,"RT @area148: Contextualizing Kartarpur
https://t.co/iSeG9cmaYH
#KartarpurCorridor #NuclearPower #IndianElections2019 #BJPManifesto #SikhCom…",2019-04-19 04:34:31,,,1,Neutral,0.0,26,vis
515,"RT @RohitBarik19: Vote for better India😍 
#NamoAgain 🙏🇮🇳
#pmmoditohindustan 
#NarendraModi 
#BJPManifesto https://t.co/JWU0I0AR5S",2019-04-19 04:34:09,,,2,Highly Positive,0.5,26,vis
516,RT @vsparmar: Who in the world can’t see what is @BJP4India is up to and still you want to vote them. #BJPManifesto. #एकथामोदी https://t.co…,2019-04-19 04:34:05,,,17,Neutral,0.0,26,vis
517,"RT @timesofindia: ‘Sankalp Patra is an agenda for empowerment … for BJP, credibility of what we say is very important’ 

@PiyushGoyal, mini…",2019-04-19 04:34:01,,,100,Highly Positive,0.52,26,vis
518,"RT @veer1628: Vande Maatram !
JAI HIND!
Why Secularism for Only Hindus ..

#VoteForIndia  #NamoForNewIndia #ModiOnceMore #IndiaElections201…",2019-04-19 04:33:57,,,12,Neutral,0.0,26,vis
519,"RT @MSNaveenOffici1: BJP Lies in Rafael Deal

https://t.co/DU6nX3EzK4  

#RafaleDeal #BJP #GoBackModi 
#BJPManifesto #Scared2Debate https:/…",2019-04-19 04:33:53,,,1,Neutral,0.0,26,vis
520,RT @rksadhi: Part 2 #BJPManifesto #ModiOnceMore @narendramodi Sir Respect for you🇮🇳🇮🇳🇮🇳 https://t.co/CBX5mEPG2I,2019-04-19 04:33:50,,,6,Neutral,0.0,26,vis
521,RT @IRFANSCARTOONS: MY CARTOON IN THE CURRENT ISSUE OF 'OUTLOOK' MAGAZINE . #BJP #BJPManifesto #Ayodhya #cartoon https://t.co/K1SovkFlRI,2019-04-19 04:33:46,,,6,Neutral,0.0,26,vis
522,"RT @lightningvishal: Bikram &amp; Bala in 2019...
#BJPManifesto 
(P.S. - Strong Bollywood knowledge is highly recommended) https://t.co/eDvKJEK…",2019-04-19 04:33:27,,,3,Positive,0.3,26,vis
523,"RT @imseemab: One of the part of BJP's Manifesto...

#LokSabhaElections2019 
#BJPManifesto https://t.co/m1V3gXMyhH",2019-04-19 04:33:24,,,2,Neutral,0.0,26,vis
524,"RT @cskkanu: @RenukaJain6 @narendramodi Change your #BjpManifesto and include #MensCommission and #Scrap498A 

We will give you lakhs of vo…",2019-04-19 04:33:07,,,347,Neutral,0.0,251,"Mumbai, India"
525,"RT @MayankThapar6: Interview to NATION LIVE on loksabha Elections 2019 at Bjp Headquarters..
#NamoAgain2019 
#ModiHiAayega 
#BJPManifesto…",2019-04-19 04:32:50,,,6,Positive,0.14,26,vis
526,RT @tariqbhatnewsg1: Who is doriman and birbal! #PDP #NC #MehboobaMufti #BJPManifesto #CongressMuktBharat https://t.co/Eg3ErqVDI0,2019-04-19 04:32:43,,,4,Neutral,0.0,26,vis
527,"RT @Npuligundla: Why is #BJP worried when @ncbn demanding to count 50% of the VVPAT slips? @narendramodi @AmitShah 

#BJPJumlaManifesto #20…",2019-04-19 04:32:39,,,41,Neutral,0.0,26,vis
528,RT @SureshEav: Think before vote #BJPFails #BJPManifesto #பிஜேபி https://t.co/9Pp0ya6g3w,2019-04-19 04:32:36,,,2,Neutral,0.0,26,vis
529,RT @ec7104de70df411: Siddhu Get support from GOVERNMENT of Pakistan officially to Division between Indian community and Get minority sympat…,2019-04-19 04:32:32,,,2,Neutral,0.0,26,vis
530,RT @Gk_India33: Read what the Big Big of Banking Industry opines about #BJPManifesto https://t.co/pT0Cig81ZV,2019-04-19 04:32:29,,,2,Neutral,0.0,26,vis
531,"RT @SuyashHR: @narendramodi We are proud of you Sir. @INCIndia I challenge pappu to show this popularity.. @narendramodi despite all odds
#…",2019-04-19 04:32:25,,,6,Highly Positive,0.8,26,vis
532,RT @thecaravanindia: #ModiMeter | The Modi government promised that they would usher in the GST in an appropriate time frame. Was this prom…,2019-04-19 04:32:14,,,7,Highly Positive,0.5,26,vis
533,"Dear brothers choose wisely...
#HanumanJayanti 
#Hanuman 
#Elections2019 
#CWC19 
#BJP_भगाओ_देश_बचाओ 
#BJPManifesto… https://t.co/z6ZpdlMW6Q",2019-04-19 04:31:35,,,228,Highly Positive,0.7,6,Congress
534,RT @iampritampyaare: Shame on these liberals now what so called #CongressManifesto supporters have to say to  this .  #BJPManifesto @BJP4In…,2019-04-19 04:31:33,,,26,Neutral,0.0,26,vis
535,"RT @_Netaji: Shameless #BJP PARTY claims they launched 108 SATELLITE
#BJPManifesto 
#ಮೈತ್ರಿಕೈ_ಮತ್ತಷ್ಟು_ಬಲಪಡಿಸಿ 
#Elections2019 
#Karnataka…",2019-04-19 04:31:29,,,1,Neutral,0.0,26,vis
536,"RT @ipg95: After #BJP forced public in mess of #Aadhar 

despite fraud news every other day,

Now al fears of experts who warned against #A…",2019-04-19 04:31:24,,,3,Negative,-0.15,26,vis
537,RT @thecaravanindia: #ModiMeter | The Modi government promised in their 2014 manifesto that they would devise schemes to engage senior citi…,2019-04-19 04:30:41,,,4,Neutral,0.0,26,vis
538,"RT @SettleKashmir: Bakshi Dour Firsay😍
My Vote For @sheikhkhalid ,much love 
#RiseAndShine 😍
#VoteForIndia #BJPManifesto https://t.co/0Keio…",2019-04-19 04:30:23,,,2,Highly Positive,0.5,26,vis
539,RT @PdeSandy: @realDonaldTrump And to think Indian Democracy is running smooth as clockwork Sir. Ram Ram from #India #BJPManifesto,2019-04-19 04:30:18,,,1,Positive,0.4,26,vis
540,RT @rahulji16301438: #BJPManifesto #CongressManifesto2019 if you are going to vote for #bjp  don’t forget this. https://t.co/fVT8qYOeDt,2019-04-19 04:30:12,,,1,Neutral,0.0,26,vis
541,"RT @ec7104de70df411: Great vibrancy on streets of Bhubaneswar!

#ModiLaoDeshBanao 
#BJPManifesto 
#BJPSankalpPatr2019 https://t.co/1ctO0rwT…",2019-04-19 04:30:06,,,4,Highly Positive,1.0,26,vis
542,"RT @aham_vritti: @rajnathsingh Sir, we know this. We expect a lot from #BJPManifesto.
Be honest and digitalized every monetary transaction…",2019-04-19 04:30:03,,,3,Highly Positive,0.6,26,vis
543,"RT @vj_yadav: Under #pressure the colour #saffron starts to appear #red! 
#SaffronTerror #BJPManifesto #Solutiontoall  https://t.co/vM3QJQf…",2019-04-19 04:30:00,,,1,Neutral,0.0,26,vis
544,RT @ec7104de70df411: Finally! BJP takes action agst serial liar Pappu Pakhandi for his Rafalies! Ms Lekhi files criminal contempt case agst…,2019-04-19 04:29:57,,,1,Negative,-0.09,26,vis
545,RT @KhanRah1857: @kavita_krishnan But some don’t need removing clothes for identification👇#BJPManifesto #AzamKhan https://t.co/PcnDTe45mt,2019-04-19 04:29:51,,,6,Neutral,0.0,26,vis
546,"RT @Saniaarora16: India needs more doctors to cater to its population. To provide adquate and quality healthcare services, the BJP will set…",2019-04-19 04:29:48,,,2,Highly Positive,0.5,26,vis
547,"RT @deratechii: #BJPManifesto

Bua, babua brand of politics will end after May 23 says PM Narendra Modi 
https://t.co/LVsMExG4it

via NaMo…",2019-04-19 04:29:40,,,3,Neutral,0.0,26,vis
